Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info On Hospitalizations,Deaths,Info On Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type
1983,7,Washington,Water,Salmonella enterica,Enteritidis,Confirmed,Restaurant,750,18,,0,,,,,Drinking water,Community,
1998,8,Texas,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,11,11,16,0,16,"ice cream, homemade",,Multiple,,,
1998,12,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,21,7,33,0,33,"eggs, unspecified;potato stuffings",,Multiple,,,
1998,6,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,6,1,3,0,3,"eggs, other;ice cream, unspecified",,Multiple,,,
1998,2,Connecticut,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,10,,,,,"french toast, unspecified;shell eggs, scrambled hard",egg,Eggs,,,
1998,7,California,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,4,2,,0,,chicken,,Chicken,,,
1998,11,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,12,3,14,0,14,"stuffing, unspecified",,Multiple,,,
1998,8,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,4,0,2,0,2,,,,,,
1998,11,California,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,10,,,,,,,,,,
1998,3,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,26,,,,,,,,,,
1998,7,California,Food,Salmonella enterica,Enteritidis,Confirmed,Other,32,3,45,0,45,"carnitas, unspecified",,Multiple,,,
1998,10,California,Food,Salmonella enterica,Enteritidis,Confirmed,Long-term care/nursing home/assisted living facility,4,4,86,1,86,"eggs, unspecified",,Eggs,,,
1998,10,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,15,1,42,0,42,turkey salad,,Multiple,,,
1998,1,Maryland,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,4,0,2,0,2,"burrito, chicken",,Multiple,,,
1998,9,Vermont,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer,4,0,4,0,4,,,,,,
1998,8,Hawaii,Food,Salmonella enterica,Enteritidis,Confirmed,,38,3,38,0,38,"eggs, other",egg,Eggs,,,
1998,11,Wisconsin,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,18,3,19,0,19,"turkey, unspecified",,Turkey,,,
1998,11,West Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,11,0,17,0,17,,,,,,
1998,10,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,3,,3,0,3,,,,,,
1998,4,Florida,Food,Salmonella enterica,Enteritidis,Suspected,Restaurant: Other,4,0,4,0,4,"chicken, buffalo wings",,Multiple,,,
1998,8,New Jersey,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,8,1,1,0,0,,,,,,
1998,7,Arizona,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other;Other,58,11,58,0,58,chile rellenos,egg,Eggs,,,
1998,9,Wyoming,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,6,0,,0,,,,,,,
1998,2,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,10,1,35,0,35,"enchilada, chicken",,Multiple,,,
1998,1,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other;Caterer,4,2,5,0,5,"meatballs;pasta, unspecified",,Multiple,,,
1998,9,Wisconsin,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,3,0,3,0,3,"eggs, unspecified",,Eggs,,,
1998,9,Nevada,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer,71,4,53,,53,"pasta, unspecified",,Multiple,,,
1998,8,Maryland,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer,16,2,16,,,"canoli, unspecified;cream puff",,Multiple,,,
1998,7,California,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,4,,,,,"chicken, unspecified;mixed vegetables, unspecified",,Multiple,,,
1998,7,Colorado,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,5,0,,0,,,,,,,
1998,4,Utah,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,22,2,21,0,21,"egg rolls;fried rice, unspecified;soup, egg drop",,Multiple,,,
1998,3,Florida,Food,Salmonella enterica,Enteritidis,Suspected,Restaurant: Other,4,0,4,0,4,"chicken, unspecified",,Chicken,,,
1998,9,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,2,1,2,0,2,"carrots, unspecified;chicken salad;lettuce, unspecified;tuna salad",,Multiple,,,
1998,3,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,2,0,2,0,2,hollandaise sauce,,Multiple,,,
1998,1,Maryland,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,8,0,14,0,14,"cake, tiramisu;eggs, other",,Multiple,,,
1998,3,Florida,Food,Salmonella enterica,Enteritidis,Confirmed,School/college/university,2,1,2,0,2,"hot dog, unspecified",,N/A,,,
1998,3,Utah,Food,Salmonella enterica,Enteritidis,Suspected,Private home/residence,7,1,7,0,7,,,,,,
1998,9,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,5,1,2,0,2,,,,,,
1998,11,California,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,10,0,,0,,"stuffing, unspecified",,Multiple,,,
1998,3,Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,23,5,23,0,23,"eggs, other;pie, unspecified",,Multiple,,,
1998,12,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,7,0,16,0,16,"eggs, other;oysters, unspecified",,Multiple,,,
1998,6,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,49,2,174,0,174,"sandwich, chicken",,Multiple,,,
1998,9,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,23,1,23,0,23,"crab, cooked",,Crustaceans,,,
1998,3,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,4,0,6,0,6,"beans, unspecified;chile relleno, unspecified;rice, unspecified",,Multiple,,,
1998,1,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,4,3,6,0,6,"sandwich, turkey;stuffing, unspecified",,Multiple,,,
1998,5,Utah,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,4,0,,0,,"caesar salad;eggs, other",,Multiple,,,
1998,8,Connecticut,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,5,0,5,0,5,"stuffed shells, unspecified",,Multiple,,,
1998,9,California,Food,Salmonella enterica,Enteritidis,Confirmed,Long-term care/nursing home/assisted living facility,17,4,17,0,17,,,,,,
1998,1,California,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,26,3,40,0,40,"eggs, other;lasagna, unspecified",,Multiple,,,
1998,8,Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,41,0,41,0,41,"chicken, unspecified",,Chicken,,,
1998,8,Massachusetts,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,5,,5,,5,,,,,,
1998,7,Maryland,Food,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,6,,,,,,,,,,
1998,10,California,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,19,2,80,0,80,"chile relleno, unspecified",,Multiple,,,
1998,6,Massachusetts,Food,Salmonella enterica,Enteritidis,Confirmed,,5,,5,,5,,,,,,
1998,3,California,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,6,1,10,0,10,"eggs, other;ice cream, unspecified",,Multiple,,,
1998,11,New Jersey,Food,Salmonella enterica,Enteritidis,Confirmed,,24,10,28,0,28,noodle casserole,,Multiple,,,
1998,6,New Jersey,Food,Salmonella enterica,Enteritidis,Confirmed,Long-term care/nursing home/assisted living facility,19,,,2,19,,,,,,
1998,11,Massachusetts,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,6,0,7,0,7,pork fried rice,,Multiple,,,
1998,7,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,6,2,8,0,8,"ground beef, hamburger",,Beef,,,
1998,1,Washington,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,4,0,,0,,"eggnog, homemade",,Multiple,,,
1998,4,Florida,Food,Salmonella enterica,Enteritidis,Confirmed,,2,0,2,0,2,multiple foods,,,,,
1998,9,Maryland,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence;Caterer,50,,57,0,57,"cake, unspecified",,Multiple,,,
1998,8,Maryland,Food,Salmonella enterica,Enteritidis,Confirmed,Religious facility,10,,,,,"shell egg, other",egg,Eggs,,,
1998,7,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,4,0,2,0,2,"eggs, unspecified",,Eggs,,,
1998,7,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,8,4,19,0,19,"cheese sauce;potato, baked",,Multiple,,,
1999,1,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,2,1,2,0,2,"chile relleno, unspecified;eggs, other",,Multiple,,,
1999,10,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,2,1,2,,,"sushi, unspecified",,Multiple,,,
1999,5,Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,177,8,88,0,88,"french toast, unspecified;ham, unspecified;pork, bacon",egg,Eggs,,,
1999,4,Maryland,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other;Caterer,65,3,65,0,65,"chicken salad;ham, unspecified",pork;chicken,Multiple,,,
1999,5,Massachusetts,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,70,,26,0,26,"manicotti, unspecified",egg,Eggs,,,
1999,7,South Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,9,3,,0,,crab cakes,,Multiple,,,
1999,12,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other;Private home/residence,10,0,10,0,10,"eggs, unspecified;lasagna, beef",egg,Eggs,,,
1999,7,Wisconsin,Food,Salmonella enterica,Enteritidis,Confirmed,Long-term care/nursing home/assisted living facility,4,0,4,0,4,"eggs, unspecified",egg,Eggs,,,
1999,7,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other;Other,6,2,5,0,5,"bun;mayonnaise, homemade",,Multiple,,,
1999,8,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,9,0,,0,,"blintz, cheese;eggs, other",,Multiple,,,
1999,4,Hawaii,Food,Salmonella enterica,Enteritidis,Confirmed,,21,,21,0,21,beef/steak dishes,egg,Eggs,,,
1999,12,California,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,14,0,14,0,14,"chile relleno, unspecified;eggs, other;pasta salad",,Multiple,,,
1999,1,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,3,0,3,0,3,eggs benedict,egg,Eggs,,,
1999,12,South Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,Other,18,0,,0,,"eggs, quiche",,Multiple,,,
1999,7,Wisconsin,Food,Salmonella enterica,Enteritidis,Confirmed,Long-term care/nursing home/assisted living facility,5,3,5,0,0,"eggs, unspecified",egg,Eggs,,,
1999,9,West Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,12,5,10,0,10,"chile relleno, unspecified",beef,Beef,,,
1999,12,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,108,13,108,0,108,"chicken, unspecified;mung bean sprouts",chicken,Chicken,,,
1999,11,Massachusetts,Food,Salmonella enterica; Salmonella enterica,Enteritidis; Muenchen,Confirmed; Confirmed,Other,12,,,,,"turkey, unspecified",turkey,Turkey,,,
1999,6,Utah,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer,256,0,63,0,63,"ice cream, unspecified",egg,Eggs,,,
1999,11,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other;Private home/residence,7,0,7,0,7,"chicken, unspecified",chicken,Chicken,,,
1999,12,Utah,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,3,0,3,0,3,"ice cream, unspecified",egg,Eggs,,,
1999,7,California,Food,Salmonella enterica,Enteritidis,Confirmed,,33,0,103,0,103,"eggs, unspecified",,Eggs,,,
1999,4,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,18,1,,0,,"eggs, scrambled",,Eggs,,,
1999,1,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,31,6,31,0,31,"chile relleno, unspecified;rice, yellow",egg,Eggs,,,
1999,11,Utah,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,4,0,4,0,4,"ice cream, homemade",egg,Eggs,,,
1999,5,Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,13,0,22,0,22,unspecified fruit,,Fruits,,,
1999,10,California,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,6,,,,,"eggs, unspecified",,Eggs,,,
1999,11,Wisconsin,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,33,0,33,0,33,"eggs, other;lasagna, unspecified;ravioli, unspecified",,Multiple,,,
1999,8,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,15,,,,,chicken salad,chicken,Chicken,,,
1999,7,California,Food,Salmonella enterica,Enteritidis,Confirmed,School/college/university,29,,,,,"eggs, unspecified",egg,Eggs,,,
1999,12,Massachusetts,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,15,1,15,0,15,"lasagna, unspecified",egg,Eggs,,,
1999,6,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,23,,,,,"cake, tiramisu",egg,Eggs,,,
1999,8,North Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,14,4,,0,,"eggs, other;lasagna",,Multiple,,,
1999,9,Connecticut,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,4,1,4,0,4,"eggs, unspecified",,Eggs,,,
1999,8,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,8,1,8,0,8,,,,,,
1999,7,New Jersey,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,16,0,,0,,"cake, tiramisu;eggs, other",,Multiple,,,
1999,8,Utah,Food,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,5,0,,0,,"french toast, unspecified",,Multiple,,,
1999,11,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,16,4,16,,,"stuffing, unspecified",,Multiple,,,
1999,7,California,Food,Salmonella enterica,Enteritidis,Confirmed,Long-term care/nursing home/assisted living facility,3,0,,0,,"eggs, other",,Eggs,,,
1999,7,California,Food,Salmonella enterica,Enteritidis,Confirmed,School/college/university,82,3,346,0,346,honeydew melon;watermelon,,Fruits,,,
1999,8,California,Food,Salmonella enterica,Enteritidis,Confirmed,Other,30,0,,0,,,,,,,
1999,12,Utah,Food,Salmonella enterica,Enteritidis,Confirmed,School/college/university,59,,65,,65,,,,,,
1999,5,Missouri,Food,Salmonella enterica,Enteritidis,Confirmed,Religious facility,39,2,39,0,39,"pie, merengue",cream filling,Multiple,,,
1999,9,California,Food,Salmonella enterica,Enteritidis,Confirmed,School/college/university,40,1,40,0,40,,,,,,
1999,6,New Jersey,Food,Salmonella enterica,Enteritidis,Confirmed,,2,0,,0,,,,,,,
1999,8,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Other,23,,121,0,121,"beans, baked",,Multiple,,,
1999,5,South Dakota,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,2,0,,0,,,,,,,
1999,9,Illinois,Food,Salmonella enterica,Enteritidis,Suspected,Restaurant: Other,10,,19,0,19,,,,,,
1999,7,Maryland,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,3,,,,,"sandwich, chicken parmesan",,Multiple,,,
1999,10,Florida,Food,Salmonella enterica,Enteritidis,Suspected,Restaurant: Other,6,0,0,0,0,"chicken, unspecified",chicken,Chicken,,,
1999,8,Michigan,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other;Other,13,6,13,0,13,,,,,,
1999,6,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,5,,,,,"caesar salad;cake, tiramisu;pudding, rice",egg,Eggs,,,
2000,8,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,41,11,34,0,34,"shell egg, other",egg,Eggs,,,
2000,2,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer,36,10,36,1,36,"salmon, unspecified;seafood dish, unspecified",,Multiple,,,
2000,3,Maryland,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other;Grocery store/bakery/deli/convenience store;Private home/residence,2,2,2,,,,,,,,
2000,6,Nevada,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,7,1,,0,,,,,,,
2000,10,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,25,10,25,0,25,"fish, stuffed flounder",,Multiple,,,
2000,8,Utah,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,4,2,4,,,fruit salad,,Multiple,,,
2000,3,Michigan,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,11,0,11,0,11,"eggs, unspecified",egg,Eggs,,,
2000,7,Nevada,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,4,1,,0,,taco or nacho salad,,Multiple,,,
2000,10,California,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,12,,,0,12,,,,,,
2000,9,California,Food,Salmonella enterica,Enteritidis,Suspected,Restaurant: Other,14,0,14,0,14,chop suey;pancit,,Multiple,,,
2000,4,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,4,,,,,,,,,,
2000,4,Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence;Other,106,14,81,0,81,macaroni and cheese,egg,Eggs,,,
2000,5,Maine,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,2,1,2,0,2,"eggs, unspecified",egg,Eggs,,,
2000,10,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Long-term care/nursing home/assisted living facility,4,0,,,,"eggs, other",,Eggs,,,
2000,8,Nevada,Food,Salmonella enterica,Enteritidis,Confirmed,Other,50,5,,0,,"egg-containing food, other",,Multiple,,,
2000,1,Maryland,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,5,0,3,0,3,crab cakes,egg,Eggs,,,
2000,9,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other;Caterer,68,,,,,"fish, gifilte",,Fish,,,
2000,8,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,5,2,2,0,0,"ice cream, homemade",egg,Eggs,,,
2000,11,California,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,20,0,3,0,3,,,,,,
2000,9,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,16,1,14,0,14,"egg-containing food, other;multiple foods",,Multiple,,,
2000,6,Georgia,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,26,0,18,0,18,"shell eggs, scrambled hard",egg,Eggs,,,
2000,9,Connecticut,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,6,1,6,0,6,unknown food,,,,,
2000,11,Michigan,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer,18,6,,1,,macaroni salad,,Multiple,,,
2000,12,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,12,6,12,,,"eggnog, unspecified",egg,Eggs,,,
2000,10,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,6,1,1,,,"fried rice, unspecified;soup unspecified",,Multiple,,,
2000,9,New Jersey,Food,Salmonella enterica,Enteritidis,Confirmed,Long-term care/nursing home/assisted living facility,18,2,18,0,18,"eggs, unspecified",,Eggs,,,
2000,12,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,4,0,4,0,4,"chile relleno, unspecified",egg,Eggs,,,
2000,6,Kentucky,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,13,5,,0,,,,,,,
2000,8,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,132,,,,,"ice cream, commercial",egg,Eggs,,,
2000,6,Maryland,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,18,2,18,0,18,crab cakes,egg,Eggs,,,
2000,11,Massachusetts,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,11,,,,,,,,,,
2000,7,Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Long-term care/nursing home/assisted living facility,27,,,,,"eggs, unspecified",egg,Eggs,,,
2000,6,New Jersey,Food,Salmonella enterica,Enteritidis,Confirmed,Long-term care/nursing home/assisted living facility,41,8,41,0,41,"eggs, unspecified",,Eggs,,,
2000,3,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other;School/college/university;Grocery store/bakery/deli/convenience store,75,3,75,,,mung bean sprouts,sprouts,Sprouts,,,
2000,6,Idaho,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,4,1,4,0,4,"taco, beef",,Multiple,,,
2000,2,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,,2,1,2,0,2,,,,,,
2000,3,Utah,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,11,1,10,,,,,,,,
2000,10,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,7,1,7,0,7,"lasagna, beef",,Multiple,,,
